y,sigma,x
60.87651912705905,1.6954587155740235,-1.2070657493854209
-4.360830842562202,4.66538506918974,0.27742924211066
-2.363278288505792,7.495689666000342,1.084441176683056
34.99135412696281,5.580895048270412,-2.3456977026293493
0.201992885240466,4.669684669204732,0.42912468881105
-5.254231807811012,3.4440591451535094,0.506055892157574
-2.216003833863039,5.0203562720174055,-0.5747399601346488
0.8583942568394507,2.8757935235559553,-0.546631855784187
8.626879605879433,6.839645859756346,-0.564451999093283
7.987859727137873,6.7349146960577135,-0.8900378290441038
3.8951452428463664,5.062985580702261,-0.477192699753547
3.4005381405546333,6.600162508409918,-0.998386444859704
33.169632162008334,6.323852003352474,-0.77625389463799
1.3182220620880694,3.8341567089167596,0.06445881727626934
4.93944545445423,4.9163598802881054,0.9594940589707713
2.8242199604882763,4.396040606023874,-0.1102854943907743
3.3029856391314327,4.464293407752403,-0.5110095058066422
-9.024685007634222,4.83990368527002,-0.9111954166298112
29.039574396489122,6.049174239649309,-0.8371716802689395
3.0608101139208204,2.689669457863587,2.415835178489341
-1.2663231988902057,8.092465728664157,0.1340882201520312
-1.177975772148291,2.737949619760142,-0.4906858966909428
9.05059949696155,4.533583949376452,-0.44054787235322707
1.4813507944793276,0.6575968291492875,0.45958944100585364
0.670438221491731,7.1975353584424235,-0.6937202469374755
-1.4284371537113767,6.520201166713174,-1.448204910386472
2.725881510425208,3.2312114214401784,0.5747557209007284
68.6114918323288,8.91279915740176,-1.023655722963879
2.7340548886665523,2.1422196500214,-0.015138300364181678
10.933011760867052,5.7118584840674815,-0.9359486011683936
-0.5354232870364529,0.5882950425854857,1.1022975462002629
18.117574957016277,7.190737196526931,-0.4755930788690574
12.246784379317589,6.292518157676225,-0.7094400375125062
12.379408021653441,5.661297592816121,-0.5012580605947614
14.601825897561843,0.68610393163274,-1.629093469078704
10.80681259214786,5.40782032735804,-1.1676192620941863
0.4543053811778621,4.440898537172175,-2.1800396489486737
17.411219071617595,5.538200840676676,-1.3409931921000284
18.901047688975314,2.5676403054202357,-0.2942938587637133
9.57785599090248,1.506335173471368,-0.4658975404061103
-0.6304918587520147,2.4671124266896585,1.449496265287132
5.1080673626946815,5.62627816010519,-1.068642723674581
4.66331247001373,1.0170117759140147,-0.855364633737507
3.8811627017477592,2.8040000382268433,-0.2806230019574539
11.374384897663596,3.945548634473716,-0.9943400762956649
35.43999334238899,2.729385028645243,-0.968514317872049
36.404178816008574,3.2655563904509153,-1.107318192641766
18.7246306357096,3.357278879563119,-1.25198588563894
10.811540935097039,3.805666959940025,-0.5238281189873557
-1.5100918598859083,2.02746092918834,-0.49684995726669995
12.081458827580402,3.363485981138962,-1.8060312568019488
15.004112141731227,5.872321171382062,-0.5820759246893328
0.9520683700357627,7.317436255839506,-1.1088896244267814
6.111733267227669,7.654412437903893,-1.0149620094920093
6.0721143996028,3.364910876699709,-0.16230952355681924
11.31893774163299,4.873106316446095,0.5630558189945174
-12.27906910574876,8.227323523425486,1.6478174728150614
13.46184832166519,1.1766918310020735,-0.7733534239436951
-0.21184032755254983,1.4123787735363473,1.6059096288572963
9.836213786199203,7.618297109012511,-1.15780854769441
2.8492215443634503,2.1686209317817826,0.6565884643328073
-1.3362580522844387,1.5063117698296542,2.5489910707178565
10.515786478832926,7.470840364933864,-0.03476038980383759
5.724074699148358,9.669526410086805,-0.6696335796619575
20.848412603727343,3.7514785613234367,-0.007604755710974629
-8.49534505318092,8.20182272694873,1.7770844481434263
11.997736786620557,1.49161449795865,-1.1386077367509086
-5.967735839216602,8.73689258586617,1.3678271794232626
1.3064529335814323,0.9114233603726948,1.3295647907823602
1.0827261824026357,1.1582942717009463,0.33647279720381734
7.7959877562739575,4.072493845347867,0.006892838441957958
2.197901556444409,4.250897993164044,-0.4554687381614281
1.195853715552751,3.7648372780788764,-0.3665239328739332
7.291366502248251,3.698985053184926,0.6482865675031478
-3.337204124847835,5.484339300792893,2.0702708613309433
13.343386713404577,1.8780577395095772,-0.1533984124669701
16.600564706878828,3.568141108113574,-1.390700946701491
1.623362277773267,3.496660210917821,-0.7235817771101544
-0.6193186198138567,3.9132649050192265,0.25826176216785335
12.830406999138324,3.0944958681761348,-0.31705911496119904
-0.3690312096295541,7.361333312662764,-0.17778995766429437
-6.5432816662664885,8.22415867211851,-0.1699940768545406
14.395747644252374,7.228963638526765,-1.3723018858766938
15.522811294563946,7.495041271671017,-0.1737871704140332
15.602751156179611,1.1595912297825388,0.8502322571218842
5.844172192816517,6.279224482468261,0.697608711668253
1.1116601235703691,2.7674100537504045,0.5499973510911011
16.140515005298667,3.3287000971229985,-0.4027319754476228
-0.9417651151170126,1.5276308068619817,-0.19159377047847675
-3.2559636689311855,10.555057865999133,-1.1945278796025132
-6.744675452628873,7.191300592411071,-0.053158818743323934
12.155638533856578,7.618900670195837,0.2551960009958334
5.7302943033059694,6.639916753756677,1.7059640072400748
-3.6154785912386185,10.753472077767933,1.0015132523634485
25.974072683692764,3.619839291635873,-0.4955834430014601
10.942106928135184,5.378850875854653,0.3555502969997491
30.134652417784423,7.208410900337679,-1.134608043533848
3.7643206452796076,2.9077807826471487,0.8782036269522915
2.741066335007462,4.290976345339705,0.9729167533761225
4.618932518860426,8.127834976854176,2.1211171053756757
2.4864069916800684,0.47689758263291954,0.41452353437498546
10.85797814085085,4.31729239180665,-0.47471847352936014
3.322730857448226,3.8187714768260763,0.06599349370446135
25.581194172103533,7.073706621615428,-0.5024777823938661
9.580766535458729,3.9191514528124234,-0.8259985871293356
-1.5686770092688436,4.323181842543497,0.16698927975298372
13.428893150884084,1.6597394661847993,-0.8962646262447586
3.8651542262124186,1.5245301592343892,0.168185387655757
5.790338349165957,4.3027093897265125,0.35496826101485446
9.526683375125506,6.500742378115454,-0.052105116871133596
20.85004777513359,6.651058395146057,-0.1959346187162532
3.521016323910284,0.9853476478545652,-0.6490697516057603
0.16677428736064082,5.3071980591951515,-1.1097672313987317
12.912721400866454,6.029149889221845,0.8492742026550582
8.384644285226603,1.9587406498094146,0.02236252607602403
1.3033395782607209,1.3615200388509117,0.8311406173068353
24.917985924350287,3.9635151041141956,-1.2442878513442277
2.7433626052434006,9.139295447830545,0.16902641376617525
-3.5579254777563056,8.452587790827428,0.6731663069476793
2.3986670438224484,3.926374686580806,-0.0262763764485261
1.3005636988601832,1.8376900469588948,-0.19139216855602378
156.10208084487252,2.394692504977103,-0.7819066466998764
-0.8840813148420488,3.30478448369555,2.0581619877634907
9.548989717032981,5.181871842870641,0.7505014531558307
0.5102624231920115,2.0992205615912773,1.8242083023782891
12.372175830057927,2.7765247804735553,0.08005964109198799
18.003453490863908,4.516208797521682,-0.6314092989663658
11.802335297134412,4.758428152761319,-1.5132881200337271
5.9838455770688554,4.283571400074557,-0.6360998310850513
7.737036650913532,8.306624583917655,0.22630153249716084
-1.906822444511449,11.418039077864778,1.0136903474657484
-9.804251779996235,8.234068487879316,0.2527501350663418
11.112584058460321,7.675152958830772,-1.1719483128411208
8.10088367792551,3.2131841783611947,0.6687143285250335
59.22898251941848,4.1489499429718055,-1.6501009348443607
11.48667601657214,4.652927087512394,-0.3658522481919009
4.81311881926169,3.329615380197044,-0.31611832883307983
301.0146377298948,5.642798709204837,-1.948246047321369
4.471143597351695,4.069175035601803,0.9200575223909052
0.514391542858408,4.768595222126145,-0.6228715948788748
1.8100751952238354,5.0367968251082065,-0.3340366499974584
-1.4913452837780934,1.860881972716515,1.3951478925296228
4.866993889523264,3.3362098337645514,0.63667441103895
7.720556590502985,5.396213628504613,-0.10843169699038264
-4.6147110097328,4.620313456730474,0.5137627784046735
5.582847132782428,12.817858710199099,0.39927180727395833
2.423579205553977,3.9794984947544134,1.6628564474304048
24.216668520535414,3.5326711357625316,0.2758934035854829
2.356919172447548,4.937401272417151,0.5062726232076872
9.768449198490888,3.2940828379869713,0.34755197502381147
30.013026859500194,5.965569164532014,-0.37723764749631333
2.806959736555023,6.215750682228429,0.09761946310923739
-8.644541833465487,8.0993522981852,1.6387446451217278
4.605986801688745,2.762822912673533,-0.8755924741895688
2.978808146295506,3.9823878611685903,0.12175999864104588
2.249528727061815,2.3851840247784213,1.362130660844982
1.9928148943373465,4.621523520502992,-0.23462108692271014
10.046173447581596,5.406665880362213,-1.053382807943086
15.005664877580713,4.730603643217321,-0.8697836056359117
1.4239159078006385,5.701383903219058,-0.3901270296470549
10.228431722400417,4.731948765987379,-0.8473500731295719
-1.163662191677116,2.870320718409352,-0.26063939209939924
-3.1660197307876947,4.829880448834787,-0.4144197063418933
3.6216420402567318,2.861351776162377,-0.1830507977194335
2.775468979075037,5.002886493850329,0.40705609788057767
12.638529999247805,4.8107970271834954,0.6246331282021466
-3.977664614437348,6.126879262204371,1.678205743704712
62.2725394181442,9.714283576589198,-0.06869365356499067
-8.400579360771445,4.3051681300260345,-0.32083991265817746
-6.711539750244886,5.391333064748388,1.471005717048905
2.9266528638998732,3.800752524548351,1.7043293978270984
2.133856027976118,1.2008716613760215,0.04324403755752908
18.974480722822534,7.745184056415807,-0.332657319133519
-6.074944072788376,7.453701816558755,-1.8222354175630957
-2.7147393655289864,2.865991682789162,1.4112623987467803
7.334272799289173,1.3484099325909569,-0.8375824340768611
22.788539733572403,5.86973456399874,-1.1237627943953163
-1.361928656703317,3.629620347595579,3.043765886095288
-2.621125756332612,6.403038610931322,0.2350213082506708
1.7956577891886347,6.1879871609205335,-0.033258610113305734
143.27742705589307,3.4853751464582903,-2.7322195229558033
6.133589879107595,5.197428577947035,-0.09979058844189614
4.284007085536048,6.8377678193285805,0.9760317349223964
3.410251168414777,3.6168213777207603,0.41386891545109733
-6.93522040817747,4.80141472402698,0.9123221616101135
-0.7600193631330803,6.215802264857055,1.983732200684385
6.7332547226265005,6.234335059823222,1.1691085140136264
7.1150446101274785,4.542938791420867,-0.5087370154152195
5.408589496762033,3.0117674224262774,0.7041801784655121
3.460916354857192,3.6150120642073653,-0.19841627382207877
-0.44088838521977003,5.687751339179784,-0.5380707888848628
131.82296974775835,7.799704880444291,-2.8557586550192346
26.100422774007242,1.150794274450407,-0.7896468522637611
0.7966376164098643,0.6933125885981475,0.48781463516368456
0.5815420124153956,4.837397119716588,2.168032539519327
12.156230224140247,4.560450809065581,0.5006946142807859
1.189546423229653,8.135414280888188,0.6202102036673197
37.334191997856564,6.084292219285725,-0.9659032101335753
3.147124624024167,4.533947035501829,0.16265470811826502
89.31615547208033,2.3899338399129975,-2.078237541887377
5.686813598785737,6.671137728043581,0.4852268205692524
2.4159334234590197,5.91547379706184,0.6967687785649126
-3.906713159426462,4.426855537480077,0.18551391558305708
2.5646388870167494,4.23224968220676,0.7007335155444611
6.4448652264214275,3.61897308904654,0.31168102866135927
7.655504608276042,3.2647310530834903,0.7604623619678382
-1.2566627542241744,5.553054001224951,1.8424636262076608
1.0531609892384015,0.9470726480322884,1.1123628412625959
-3.0525868570090906,3.5232201602354363,0.032663957501444116
4.418198357841396,4.551400784752235,-1.1144489647973643
3.2519255944692826,1.9444616136685167,0.418057822385083
48.37460334085191,7.74661586134929,-0.4002352373431631
-4.16789328144901,3.6689384439934773,1.4934931026174805
52.76857244329801,2.2329581830140226,-1.6070809398497166
13.896437237788607,4.82454622600516,-0.41575178840151533
3.90956312207975,3.5549716248113072,0.42200837321741996
-4.131329454529802,1.6998536842628997,-0.1517365365349772
-2.2668214079169973,3.4004623839982577,-0.6061511152642196
10.352087969280134,7.131411749405897,-0.3047210689667141
1.421385722599644,5.717458728483105,0.6295360998844716
0.3550048438185971,5.224933271734194,0.8951719802755387
9.799661667513156,6.1379156272428395,0.6602126318204053
2.348497156308824,5.435339757852319,2.2734835204474795
-4.724510744674359,4.089455877089881,1.1734975726323913
11.340463199711026,5.48114378448342,0.2877097283137869
3.7610591846520895,10.240913753760193,-0.6597700938213056
-2.108897778350126,4.9963750449248145,2.919140130717616
3.1997991697855035,3.2142155048301313,0.6774155004383278
13.766931488286478,8.173831185802907,-0.684320344136007
7.242857568847414,3.3240123569063305,0.1864920830809705
6.501438427311918,2.9159070450003606,-0.32439330048365717
14.186623984500285,1.5019090021636674,-0.2747042182258064
41.67639383373449,2.9774847540959666,-0.9335033405898677
2.1540721238323064,4.376098144463273,0.11684534498608157
1.3950823237079606,6.774128673870926,0.3191602386481171
2.360140567952515,1.380154079644303,-1.0775421227594297
37.540470963121436,4.8269293878537045,-3.2331521329231374
15.678032501766731,4.113254750107316,-0.2548746526545339
-0.4897038582120269,0.9089211287927595,0.029517830321479727
-1.2440131395387253,4.135727153598282,0.5942737741105125
3.7072882951011885,0.6346890081293673,0.05913516817879686
12.09761284413764,4.369087362226709,0.41339889473704555
20.4302628502389,7.420846859301975,-1.0977721745704208
0.6683528088710199,9.223166145566346,0.7111752572704405
7.382433600524155,4.898090255838235,0.7188887298541428
1.493724377408999,1.1897337676930106,0.25165106902896767
-0.2162388182952455,2.3129510965075237,1.3572744361517743
18.350680450633394,9.083317105231968,0.40446847127860724
0.5042785102893484,6.820302130466353,0.2643642698379387
5.596473012990003,6.074310273540444,0.26804390414369733
2.0503395561517306,3.2054387322967193,0.4369305770394833
3.832197386077774,7.333215677391791,1.0601239054873643
-1.5808856266823899,4.295040535720142,0.45219039652871523
16.456368638724875,8.946497331409033,0.663198615687065
46.629421899754384,1.2511666452475245,-1.136373553990835
7.901595075458252,7.170492045792571,-0.37049751709211715
-1.0879623827670033,7.687738541935456,1.4769695897924702
20.12308851202497,3.04534999657853,-1.223903750513756
-2.192640836217695,9.131972469776361,0.25806838739610555
1.8664551227432982,3.1305384948754162,0.40500280543351647
-1.5546475401975364,3.3196047787657155,0.9758033218094498
3.7212883564047647,5.391318731224697,-0.3488767365399089
-4.880240143629716,6.161742410916044,0.15862543949126237
4.533943870899965,2.786899457619486,-1.7632550665411535
-1.0506949441282845,3.0124854253567843,0.3385960470999051
-0.22624901368644323,1.8021107935063458,-0.666565029559273
6.834649267375131,2.8285829274394434,-0.23864662432764408
5.487363345891872,6.41350757439938,-1.1877652824571938
7.031911417145291,4.111495287725991,0.38493532176857836
3.3395112319329243,3.2675723046110803,0.6665795156544796
-4.295745684559443,4.098238058482177,-0.30461388945773527
-1.8660793397753541,5.714218846877693,1.8250110640862958
-1.986628245322806,1.8853028853884057,0.6705593705675875
16.68607010292597,9.123676290487467,0.9486325732551532
7.1295484461985,7.403016843915143,2.049403001670911
0.278578213694356,5.5555129472172355,-0.6511136092375348
3.6156332320010325,1.2524567026378803,0.8086192728462934
3.3172211102756872,5.185358303880589,0.986580613954563
5.013248426748093,1.7887133022338586,-0.006170796090700027
9.604277291886255,5.599507603832967,0.3190523579319117
47.274053936987556,4.356183828666326,-1.0118219027418442
142.71300245800083,2.2862218605460995,0.4701675477263889
10.482920014066824,5.162384149220954,-0.7009703316290975
3.655139921280983,4.393703405981382,0.8136828625264914
18.02785021976832,1.5055868652687405,-0.8114307839927722
9.55380200093744,2.177515098949723,0.31939748709946025
30.27561057856785,6.009725212499706,-0.8465226531636244
7.378515219088354,6.578185056389857,-0.24576317912873258
15.130716701582013,1.8846585942693237,-1.552859011105461
